question_id:ID(Question),text
Q07044,What are the symptoms of Tricho-dento-osseous syndrome 1 ?
Q07045,What is (are) Tracheobronchomalacia ?
Q07046,What are the symptoms of Tracheobronchomalacia ?
Q07047,What causes Tracheobronchomalacia ?
Q07048,Is Tracheobronchomalacia inherited ?
Q07049,How to diagnose Tracheobronchomalacia ?
Q07050,What are the treatments for Tracheobronchomalacia ?
Q07051,What are the symptoms of Pulmonic stenosis ?
Q07052,What is (are) Acquired pure red cell aplasia ?
Q07053,What are the treatments for Acquired pure red cell aplasia ?
Q07054,What is (are) Orofaciodigital syndrome 1 ?
Q07055,What are the symptoms of Orofaciodigital syndrome 1 ?
Q07056,How to diagnose Orofaciodigital syndrome 1 ?
Q07057,What are the symptoms of Arachnodactyly - intellectual disability - dysmorphism ?
Q07058,What are the symptoms of Malonyl-CoA decarboxylase deficiency ?
Q07059,What are the symptoms of Pontocerebellar hypoplasia type 5 ?
Q07060,What are the symptoms of Familial multiple trichodiscomas ?
Q07061,What are the symptoms of Small cell carcinoma of the bladder ?
Q07062,What is (are) Ledderhose disease ?
Q07063,What are the symptoms of Ledderhose disease ?
Q07064,What are the treatments for Ledderhose disease ?
Q07065,What is (are) Langerhans cell histiocytosis ?
Q07066,What are the symptoms of Langerhans cell histiocytosis ?
Q07067,What causes Langerhans cell histiocytosis ?
Q07068,Is Langerhans cell histiocytosis inherited ?
Q07069,How to diagnose Langerhans cell histiocytosis ?
Q07070,What are the treatments for Langerhans cell histiocytosis ?
Q07071,What are the symptoms of Mental retardation X-linked syndromic 7 ?
Q07072,"What are the symptoms of Radial hypoplasia, triphalangeal thumbs and hypospadias ?"
Q07073,What is (are) Autoimmune hemolytic anemia ?
Q07074,What are the symptoms of Autoimmune hemolytic anemia ?
Q07075,What causes Autoimmune hemolytic anemia ?
Q07076,Is Autoimmune hemolytic anemia inherited ?
Q07077,What is (are) Primary orthostatic hypotension ?
Q07078,What is (are) Basilar migraine ?
Q07079,What are the symptoms of Basilar migraine ?
Q07080,What causes Basilar migraine ?
Q07081,Is Basilar migraine inherited ?
Q07082,How to diagnose Basilar migraine ?
Q07083,What are the treatments for Basilar migraine ?
Q07084,What is (are) Epidermolytic ichthyosis ?
Q07085,What are the symptoms of Epidermolytic ichthyosis ?
Q07086,Is Epidermolytic ichthyosis inherited ?
Q07087,What are the symptoms of Oculocutaneous albinism type 1B ?
Q07088,What is (are) Spinocerebellar ataxia 15 ?
Q07089,What are the symptoms of Spinocerebellar ataxia 15 ?
Q07090,"What is (are) Stickler syndrome, type 2 ?"
Q07091,"What are the symptoms of Stickler syndrome, type 2 ?"
Q07092,What is (are) Cone dystrophy ?
Q07093,What are the symptoms of Cone dystrophy ?
Q07094,How to diagnose Cone dystrophy ?
Q07095,What are the symptoms of Marinesco-Sjogren syndrome ?
Q07096,What is (are) Atypical hemolytic uremic syndrome ?
Q07097,What are the symptoms of Atypical hemolytic uremic syndrome ?
Q07098,How to diagnose Atypical hemolytic uremic syndrome ?
Q07099,What are the symptoms of Femur fibula ulna syndrome ?
Q07100,What is (are) Alopecia areata ?
Q07101,What are the symptoms of Alopecia areata ?
Q07102,What is (are) Osteopetrosis autosomal recessive 4 ?
Q07103,What are the symptoms of Osteopetrosis autosomal recessive 4 ?
Q07104,What are the symptoms of Short rib-polydactyly syndrome type 4 ?
Q07105,"What are the symptoms of Diffuse palmoplantar keratoderma, Bothnian type ?"
Q07106,What is (are) Congenital bilateral absence of the vas deferens ?
Q07107,What are the symptoms of Congenital bilateral absence of the vas deferens ?
Q07108,What causes Congenital bilateral absence of the vas deferens ?
Q07109,Is Congenital bilateral absence of the vas deferens inherited ?
Q07110,How to diagnose Congenital bilateral absence of the vas deferens ?
Q07111,What is (are) Encephalitis lethargica ?
Q07112,"What is (are) Epidermolysis bullosa simplex, generalized ?"
Q07113,"What are the symptoms of Epidermolysis bullosa simplex, generalized ?"
Q07114,"What are the treatments for Epidermolysis bullosa simplex, generalized ?"
Q07115,What are the symptoms of Paragangliomas 4 ?
Q07116,What are the symptoms of Roch-Leri mesosomatous lipomatosis ?
Q07117,What is (are) Ataxia telangiectasia ?
Q07118,What are the symptoms of Ataxia telangiectasia ?
Q07119,What is (are) Wernicke-Korsakoff syndrome ?
Q07120,What are the symptoms of Wernicke-Korsakoff syndrome ?
Q07121,What are the treatments for Wernicke-Korsakoff syndrome ?
Q07122,What are the symptoms of Craniodiaphyseal dysplasia ?
Q07123,What are the symptoms of Seow Najjar syndrome ?
Q07124,What is (are) Proteus syndrome ?
Q07125,What are the symptoms of Proteus syndrome ?
Q07126,What causes Proteus syndrome ?
Q07127,What is (are) Charcot-Marie-Tooth disease type 4 ?
Q07128,What is (are) Early infantile epileptic encephalopathy 4 ?
Q07129,What are the symptoms of Early infantile epileptic encephalopathy 4 ?
Q07130,What is (are) Chromosome 7p deletion ?
Q07131,What are the symptoms of Dykes Markes Harper syndrome ?
Q07132,What are the symptoms of Passos-Bueno syndrome ?
Q07133,What is (are) Parapsoriasis ?
Q07134,What are the symptoms of Hirschsprung disease polydactyly heart disease ?
Q07135,What is (are) Endometrial stromal sarcoma ?
Q07136,What is (are) Platelet storage pool deficiency ?
Q07137,What are the symptoms of Platelet storage pool deficiency ?
Q07138,What causes Platelet storage pool deficiency ?
Q07139,Is Platelet storage pool deficiency inherited ?
Q07140,How to diagnose Platelet storage pool deficiency ?
Q07141,What are the treatments for Platelet storage pool deficiency ?
Q07142,What are the symptoms of Dermochondrocorneal dystrophy of Franois ?
Q07143,What are the symptoms of Scholte syndrome ?
Q07144,What are the symptoms of Brachydactyly types B and E combined ?
Q07145,What are the symptoms of Immune dysfunction with T-cell inactivation due to calcium entry defect 1 ?
Q07146,What is (are) Neurofibromatosis ?
Q07147,Is Neurofibromatosis inherited ?
Q07148,"What are the symptoms of Ichthyosiform erythroderma, corneal involvement, deafness ?"
Q07149,What are the symptoms of Rhizomelic syndrome ?
Q07150,What are the symptoms of Ankyloblepharon filiforme imperforate anus ?
Q07151,What are the symptoms of Osteoarthropathy of fingers familial ?
Q07152,What are the symptoms of Leber congenital amaurosis 1 ?
Q07153,"What are the symptoms of Angioma serpiginosum, autosomal dominant ?"
Q07154,What is (are) Acute zonal occult outer retinopathy ?
Q07155,What are the symptoms of Desmoid tumor ?
Q07156,What is (are) Beta-thalassemia ?
Q07157,What are the symptoms of Beta-thalassemia ?
Q07158,Is Beta-thalassemia inherited ?
Q07159,What is (are) Genoa syndrome ?
Q07160,What are the symptoms of Genoa syndrome ?
Q07161,What is (are) Fibrolamellar carcinoma ?
Q07162,What are the symptoms of Fibrolamellar carcinoma ?
Q07163,What causes Fibrolamellar carcinoma ?
Q07164,How to diagnose Fibrolamellar carcinoma ?
Q07165,What are the treatments for Fibrolamellar carcinoma ?
Q07166,What are the symptoms of Leber congenital amaurosis 16 ?
Q07167,What is (are) GM1 gangliosidosis type 1 ?
Q07168,What are the symptoms of GM1 gangliosidosis type 1 ?
Q07169,What is (are) Sjogren syndrome ?
Q07170,What are the symptoms of Sjogren syndrome ?
Q07171,What causes Sjogren syndrome ?
Q07172,Is Sjogren syndrome inherited ?
Q07173,What is (are) Olmsted syndrome ?
Q07174,What are the symptoms of Olmsted syndrome ?
Q07175,What are the symptoms of Spermatogenesis arrest ?
Q07176,What are the symptoms of Charcot-Marie-Tooth disease type 2L ?
Q07177,What are the symptoms of Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency ?
Q07178,What are the symptoms of Atelosteogenesis type 1 ?
Q07179,What are the symptoms of Santos Mateus Leal syndrome ?
Q07180,What is (are) Gliomatosis cerebri ?
Q07181,What is (are) Hyperkalemic periodic paralysis ?
Q07182,What are the symptoms of Hyperkalemic periodic paralysis ?
Q07183,What is (are) Primary hyperoxaluria type 2 ?
Q07184,What are the symptoms of Primary hyperoxaluria type 2 ?
Q07185,What causes Primary hyperoxaluria type 2 ?
Q07186,Is Primary hyperoxaluria type 2 inherited ?
Q07187,What are the treatments for Primary hyperoxaluria type 2 ?
Q07188,What is (are) Preauricular sinus ?
Q07189,What are the symptoms of Preauricular sinus ?
Q07190,What are the treatments for Preauricular sinus ?
Q07191,What are the symptoms of Pallister W syndrome ?
Q07192,What are the symptoms of Familial hyperlipo-proteinemia type 1 ?
Q07193,What is (are) Membranous nephropathy ?
Q07194,What are the symptoms of Charcot-Marie-Tooth disease type 2K ?
Q07195,What are the symptoms of CLOVES syndrome ?
Q07196,What is (are) Progressive deafness with stapes fixation ?
Q07197,What are the symptoms of Progressive deafness with stapes fixation ?
Q07198,What causes Progressive deafness with stapes fixation ?
Q07199,What are the treatments for Progressive deafness with stapes fixation ?
Q07200,What is (are) Myelomeningocele ?
Q07201,What are the symptoms of Myelomeningocele ?
Q07202,What are the treatments for Myelomeningocele ?
Q07203,What is (are) Autoimmune myocarditis ?
Q07204,What are the symptoms of Curry Jones syndrome ?
Q07205,What are the symptoms of Spinal intradural arachnoid cysts ?
Q07206,What is (are) Lattice corneal dystrophy type 1 ?
Q07207,What are the symptoms of Lattice corneal dystrophy type 1 ?
Q07208,What is (are) Complex regional pain syndrome ?
Q07209,What are the symptoms of Complex regional pain syndrome ?
Q07210,What causes Complex regional pain syndrome ?
Q07211,What are the treatments for Complex regional pain syndrome ?
Q07212,What is (are) Primary hyperparathyroidism ?
Q07213,What is (are) Wildervanck syndrome ?
Q07214,What are the symptoms of Wildervanck syndrome ?
Q07215,What causes Wildervanck syndrome ?
Q07216,Is Wildervanck syndrome inherited ?
Q07217,What is (are) Michels syndrome ?
Q07218,What are the symptoms of Michels syndrome ?
Q07219,What are the symptoms of Hyperthermia induced defects ?
Q07220,What is (are) Polycythemia vera ?
Q07221,What are the symptoms of Polycythemia vera ?
Q07222,Is Polycythemia vera inherited ?
Q07223,What are the treatments for Polycythemia vera ?
Q07224,What are the symptoms of Spastic paraplegia 6 ?
Q07225,"What are the symptoms of Whistling face syndrome, recessive form ?"
Q07226,What is (are) X-linked agammaglobulinemia ?
Q07227,What are the symptoms of X-linked agammaglobulinemia ?
Q07228,What are the treatments for X-linked agammaglobulinemia ?
Q07229,What are the symptoms of Radius absent anogenital anomalies ?
Q07230,What are the symptoms of Hall Riggs mental retardation syndrome ?
Q07231,What is (are) Osteopetrosis autosomal recessive 2 ?
Q07232,What are the symptoms of Osteopetrosis autosomal recessive 2 ?
Q07233,What is (are) Oculopharyngeal muscular dystrophy ?
Q07234,What are the symptoms of Oculopharyngeal muscular dystrophy ?
Q07235,What causes Oculopharyngeal muscular dystrophy ?
Q07236,Is Oculopharyngeal muscular dystrophy inherited ?
Q07237,How to diagnose Oculopharyngeal muscular dystrophy ?
Q07238,What are the treatments for Oculopharyngeal muscular dystrophy ?
Q07239,What is (are) Alpha-thalassemia ?
Q07240,What are the symptoms of Alpha-thalassemia ?
Q07241,Is Alpha-thalassemia inherited ?
Q07242,What are the treatments for Alpha-thalassemia ?
Q07243,What is (are) Pediatric Crohn's disease ?
Q07244,What are the symptoms of Meleda disease ?
Q07245,What are the symptoms of Juvenile idiopathic arthritis ?
Q07246,What are the symptoms of Amish infantile epilepsy syndrome ?
Q07247,What is (are) Anaplastic astrocytoma ?
Q07248,Is Anaplastic astrocytoma inherited ?
Q07249,How to diagnose Anaplastic astrocytoma ?
Q07250,"What are the symptoms of Ehlers-Danlos syndrome, periodontitis type ?"
Q07251,What are the symptoms of Popliteal pterygium syndrome lethal type ?
Q07252,What is (are) Diabetic mastopathy ?
Q07253,What are the symptoms of Diabetic mastopathy ?
Q07254,What causes Diabetic mastopathy ?
Q07255,How to diagnose Diabetic mastopathy ?
Q07256,What are the treatments for Diabetic mastopathy ?
Q07257,What is (are) Stiff person syndrome ?
Q07258,What are the symptoms of Stiff person syndrome ?
Q07259,What causes Stiff person syndrome ?
Q07260,Is Stiff person syndrome inherited ?
Q07261,How to diagnose Stiff person syndrome ?
Q07262,What are the treatments for Stiff person syndrome ?
Q07263,What is (are) Prothrombin thrombophilia ?
Q07264,What are the symptoms of Prothrombin thrombophilia ?
Q07265,Is Prothrombin thrombophilia inherited ?
Q07266,How to diagnose Prothrombin thrombophilia ?
Q07267,What is (are) Acrodermatitis enteropathica ?
Q07268,What are the symptoms of Acrodermatitis enteropathica ?
Q07269,What are the symptoms of Mesomelic dwarfism of hypoplastic tibia and radius type ?
Q07270,What is (are) Thalassemia ?
Q07271,What are the symptoms of Thalassemia ?
Q07272,What causes Thalassemia ?
Q07273,Is Thalassemia inherited ?
Q07274,How to diagnose Thalassemia ?
Q07275,What are the treatments for Thalassemia ?
Q07276,What are the symptoms of Osteogenesis imperfecta type II ?
Q07277,What is (are) McCune Albright syndrome ?
Q07278,What are the symptoms of McCune Albright syndrome ?
Q07279,What causes McCune Albright syndrome ?
Q07280,Is McCune Albright syndrome inherited ?
Q07281,What are the treatments for McCune Albright syndrome ?
Q07282,What is (are) Glycogen storage disease type 6 ?
Q07283,What are the symptoms of Glycogen storage disease type 6 ?
Q07284,"What are the symptoms of Hemophagocytic lymphohistiocytosis, familial, 4 ?"
Q07285,What is (are) Chiari malformation type 2 ?
Q07286,What are the symptoms of Chiari malformation type 2 ?
Q07287,Is Chiari malformation type 2 inherited ?
Q07288,What are the symptoms of Nasodigitoacoustic syndrome ?
Q07289,What are the symptoms of Hair defect with photosensitivity and mental retardation ?
Q07290,What is (are) Adenoid cystic carcinoma ?
Q07291,What causes Adenoid cystic carcinoma ?
Q07292,Is Adenoid cystic carcinoma inherited ?
Q07293,What are the symptoms of Hyperglycerolemia ?
Q07294,What are the symptoms of Leiomyoma of vulva and esophagus ?
Q07295,What is (are) Paroxysmal extreme pain disorder ?
Q07296,What are the symptoms of Paroxysmal extreme pain disorder ?
Q07297,What is (are) Cushing's syndrome ?
Q07298,What are the symptoms of Cushing's syndrome ?
Q07299,What causes Cushing's syndrome ?
Q07300,Is Cushing's syndrome inherited ?
Q07301,What is (are) Dowling-Degos disease ?
Q07302,What are the symptoms of Dowling-Degos disease ?
Q07303,What are the treatments for Dowling-Degos disease ?
Q07304,What is (are) Noonan syndrome 2 ?
Q07305,What are the treatments for Noonan syndrome 2 ?
Q07306,What is (are) Progressive myoclonic epilepsy ?
Q07307,What are the symptoms of Renal hamartomas nephroblastomatosis and fetal gigantism ?
Q07308,What are the symptoms of Alopecia intellectual disability syndrome 2 ?
Q07309,What are the symptoms of Aromatase excess syndrome ?
Q07310,What are the symptoms of Ring chromosome 10 ?
Q07311,What is (are) Dentinogenesis imperfecta ?
Q07312,What causes Dentinogenesis imperfecta ?
Q07313,Is Dentinogenesis imperfecta inherited ?
Q07314,What are the treatments for Dentinogenesis imperfecta ?
Q07315,What is (are) Crusted scabies ?
Q07316,What is (are) Budd-Chiari syndrome ?
Q07317,What are the symptoms of Budd-Chiari syndrome ?
Q07318,What are the treatments for Budd-Chiari syndrome ?
Q07319,"What are the symptoms of Thalamic degeneration, symmetric infantile ?"
Q07320,What are the symptoms of Liver failure acute infantile ?
Q07321,What are the symptoms of Autosomal recessive axonal neuropathy with neuromyotonia ?
Q07322,What is (are) Hereditary sensory neuropathy type 1 ?
Q07323,What are the symptoms of Hereditary sensory neuropathy type 1 ?
Q07324,Is Hereditary sensory neuropathy type 1 inherited ?
Q07325,How to diagnose Hereditary sensory neuropathy type 1 ?
Q07326,What are the treatments for Hereditary sensory neuropathy type 1 ?
Q07327,What is (are) Noonan syndrome 6 ?
Q07328,What are the symptoms of Noonan syndrome 6 ?
Q07329,What are the treatments for Noonan syndrome 6 ?
Q07330,What are the symptoms of Trigger thumb ?
