disease_id:ID(Disease),name
D07588,hereditary sensory autonomic neuropathy
D07589,hereditary sensory neuropathy
D07590,hereditary sensory neuropathy type 1 (hsn1
D07591,hereditary sensory neuropathy type 1 generally follows the guidelines for
D07592,hereditary sensory neuropathy type 1 inherited
D07593,hereditary sensory neuropathy type 1? at least four genes responsible for hereditary sensory neuropathy type 1 (hsn1) have
D07594,"hereditary sensory neuropathy type 1? the human phenotype ontology provides the following list of signs and symptoms for hereditary sensory neuropathy type 1. if the information is available, the table below includes how often the symptom"
D07595,hereditary sensory neuropathy type ie
D07596,hereditary sideroblastic anemia
D07597,hereditary spastic paralysis
D07598,hereditary spastic paralysisis
D07599,hereditary spastic paraplegia
D07600,hereditary spastic paraplegia type 1) x-linked complicated corpus callosum agenesis
D07601,"hereditary spastic paraplegia type 1, and x-linked complicated corpus callosum agenesis"
D07602,hereditary spastic paraplegias
D07603,hereditary spherocytosis
D07604,hereditary spinocerebellar ataxia
D07605,hereditary stomatocytosis
D07606,hereditary syndrome
D07607,hereditary vascular retinopathy
D07608,hereditary vitamin d-resistant rickets
D07609,hereditary xanthinuria
D07610,hereditary xanthinuria type i
D07611,hereditary xanthinuria type ii
D07612,heredity
D07613,heritable retinoblastoma
D07614,herlitz
D07615,herlitz jeb
D07616,hermansky pudlak syndrome
D07617,hermansky-pudlak syndrome
D07618,hernia
D07619,hernias
D07620,herniation
D07621,herns
D07622,herpes
D07623,herpes encephalitis
D07624,herpes infections
D07625,herpes simplex
D07626,herpes simplex encephalitis
D07627,herpes simplex virus type ii
D07628,herpes zoster
D07629,herpes zoster infection
D07630,herpes zoster oticus
D07631,herpetiformis
D07632,herrmann syndrome
D07633,heterochromia iridis
D07634,heterochromia of the iris
D07635,heterogenous fipa
D07636,heteroplasia
D07637,heterotaxia
D07638,heterotaxy
D07639,heterotaxy syndrome
D07640,heterotopia
D07641,heterotopias
D07642,hexokinase deficiency
D07643,hfe
D07644,hfe defects
D07645,hfe-associated hereditary hemochromatosis - gene review: gene review
D07646,hfi
D07647,hftc
D07648,hgf
D07649,hgpps
D07650,hh
D07651,hhrh
D07652,hhs
D07653,hht
D07654,hhv-8
D07655,hhv-8 or hiv (in people who are infected by these viruses
D07656,hi-drops
D07657,hiatal hernias
D07658,hibm
D07659,hiccup
D07660,hiccups
D07661,hidradenitis suppurativa
D07662,hidradenocarcinoma
D07663,hidradenocarcinomas
D07664,hidrotic ectodermal dysplasia 2 - genetic testing registry
D07665,hidrotic ectodermal dysplasia syndrome
D07666,hids
D07667,hies
D07668,high blood glucose
D07669,high-arched palate
D07670,high-dose
D07671,high-dose radiation
D07672,high-flow priapism
D07673,high-grade astrocytoma
D07674,high-grade astrocytomas
D07675,high-grade cancer
D07676,high-grade cancers
D07677,high-grade prostate cancer
D07678,high-grade tumors
D07679,high-output congestive heart failure - ischemic stroke - lip telangiectasia - mesenteric artery aneurysm
D07680,high-pitched voice
D07681,high-risk lymphoma
D07682,high-tone hearing loss
D07683,higher-than-usual blood glucose
D07684,hindbrain malformations
D07685,hip damage
D07686,hip dislocation
D07687,hip joints
D07688,hip pain
D07689,hippel lindau syndrome
D07690,hippel-lindau disease
D07691,hippel-lindau syndrome
D07692,hirschsprung disease
D07693,"hirschsprung disease 2 - genetic testing registry: hirschsprung disease 3 - genetic testing registry: hirschsprung disease 4 - north american society for pediatric gastroenterology, hepatology, and nutrition: hirschsprung's disease - seattle children's: hirschsprung's disease"
D07694,hirschsprung disease polydactyly heart disease
D07695,hirschsprung disease type d brachydactyly
D07696,hirschsprung's disease
D07697,hirschsprung* disease
D07698,hirsutism
D07699,hirsutism - horseshoe kidney - hydronephrosis - hyperactivity - hypoalbuminemia - hypoplastic iliac wing - intellectual disability - intestinal lymphangiectasia - joint contracture
D07700,hirsutism - hyperactivity - intellectual disability
D07701,hirsutism - hypodontia - inguinal hernia
D07702,histidinemia
D07703,histidinuria renal tubular defect
D07704,histiocyte
D07705,histiocytic lymphoma
D07706,histiocytic medullary reticulosis
D07707,histiocytic sarcoma
D07708,histiocytoma
D07709,histiocytosis
D07710,histiocytosis-lymphadenopathy
D07711,histoplasmosis
D07712,hit
D07713,hiv - autoimmune disorders
D07714,hiv disease
D07715,hiv experience kidney failure
D07716,hiv infection
D07717,hiv infection/aids
D07718,hiv is aids
D07719,hiv is serious. but the outlook for
D07720,hiv or hepatitis c
D07721,"hiv, alcohol abuse"
D07722,"hiv, hepatitis c"
D07723,"hiv, liver disease"
D07724,"hiv, lupus"
D07725,hiv-1 infection
D07726,hiv-associated nephropathy
D07727,hiv-associated non-hodgkin lymphoma
D07728,hiv-related non-hodgkin lymphoma
D07729,hiv/aids
D07730,hiv/aids and hepatitis
D07731,hive-like welts
D07732,hla-dr4
D07733,hlh
D07734,hlrcc
D07735,hmd
D07736,hme
D07737,hmerf
D07738,hnpcc
D07739,hnpcc syndrome
D07740,hnpcc) syndrome
D07741,hnscc
D07742,hoarding
D07743,hoarse
D07744,hoarse voice
D07745,hoarse voice tingling
D07746,hoarseness
D07747,hodgkin disease
D07748,hodgkin lymphoma
D07749,hodgkin lymphomas
D07750,hodgkin's disease
D07751,hodgkin's lymphoma
D07752,hodgkins disease
D07753,hodgkinson syndrome
D07754,hoffmann syndrome
D07755,holmes syndrome
D07756,holoprosencephaly
D07757,holt-oram syndrome
D07758,holzgreve syndrome
D07759,homocarnosinosis
D07760,homocysteinemia
D07761,homocystinuria
D07762,homocystinuria cbld
D07763,homocystinuria-megaloblastic anemia
D07764,hoodia
D07765,hooft disease
D07766,hookworm infection
D07767,hookworm infections
D07768,hopelessness
D07769,horizontal gaze palsy
D07770,hormonal abnormalities
D07771,hormonal disorder
D07772,hormone abnormalities
D07773,hormone deficiencies
D07774,hormone deficiency
D07775,hormone deficiency - hepatocellular carcinoma - hypospadias - nephroblastoma (wilms tumor
D07776,hormone deficiency - hypodontia - hypoplasia of the iris - hypoplasia of the maxilla - hypospadias - megalocornea - microcornea - polycoria - prominent supraorbital ridges - rieger anomaly
D07777,hormone deficiency 5/7 midnasal stenosis
D07778,hormone deficiency autoimmune disorders
D07779,hormone deficiency type 1b - genetic testing
D07780,hormone deficiency type 3. if the information
D07781,hormone deficiency type 3? the human
D07782,hormone deficiency type ia
D07783,hormone deficiency type ib
D07784,hormone deficiency type ib produce very
D07785,hormone deficiency type ii
D07786,hormone deficiency type iii
D07787,hormone deficiency type iii is similar to type ii
D07788,hormone disorder
D07789,hormone dysfunction
D07790,hormone-secreting tumors
D07791,"hormone-secreting tumors of the parathyroid glands, pancreas, and pituitary"
D07792,hormones when blood glucose drops
D07793,horner syndrome
D07794,hos
D07795,hosiery
D07796,hospital-associated
D07797,hostility
D07798,hoyeraal hreidaarsson syndrome
D07799,hoyeraal hreidarsson syndrome
D07800,hpp
D07801,hps
D07802,hps a pan-hemispheric disease
D07803,hps symptoms
D07804,hpt-jt
D07805,hpv -positive oropharyngeal cancer
D07806,hpv infection
D07807,hpv infection of the anus
D07808,hpv infection of the oropharynx
D07809,hpv infections
D07810,hpv-positive oropharyngeal cancer
D07811,hras
D07812,hsan
D07813,hsan ie
D07814,hsan2a
D07815,hsan2b
D07816,hscr
D07817,hses
D07818,hsn1
D07819,hsn1c
D07820,hsp
D07821,hsv-2
D07822,ht
D07823,htlv infection
D07824,htlv-1
D07825,htlv-1 infection
D07826,htlv-1-associated
D07827,htlv-2
D07828,http://rarediseases.info.nih.gov/gard/6196/ched2/resources/12
D07829,http://www.ssa.gov
D07830,http://www.surgeongeneral.gov/tobacco
D07831,human disease
D07832,human disorders
D07833,human herpesvirus-8
D07834,human illness
D07835,human immunodeficiency virus
D07836,human immunodeficiency virus (hiv
D07837,human immunodeficiency virus (hiv) infection
D07838,"human immunodeficiency virus (hiv), the cause of acquired immunodeficiency syndrome"
D07839,human infection
D07840,human scabies
D07841,human stroke
D07842,human tses
D07843,humans infected withc. burnetii
D07844,humero-spinal dysostosis
D07845,humeroradial synostosis
D07846,humeroradial synostosis 7.5% autosomal dominant inheritance - brachydactyly syndrome
D07847,humerus - small nail - sparse eyebrow - sparse eyelashes - sparse scalp hair - sudanophilic leukodystrophy
D07848,humerus - spina bifida occulta - strabismus - ulnar bowing
D07849,humor
D07850,hunched
D07851,hunger and weight gain
D07852,"hunger, sweating, shakiness"
D07853,hunter syndrome
D07854,hunter-thompson type acromesomelic dysplasia
D07855,huntington
D07856,huntington disease
D07857,huntington disease-like
D07858,huntington disease-like 1 (hdl1) through
D07859,huntington disease-like 1 - genetic testing registry
D07860,huntington disease-like 2 - gene review: gene review: spinocerebellar ataxia
D07861,huntington disease-like 2 - genetic testing registry
D07862,huntington disease-like 3 - genetic testing registry: spinocerebellar ataxia
D07863,huntington disease-like 4 (hdl4
D07864,huntington disease-like syndrome
D07865,huntington's chorea - huntington's disease
D07866,huntington's disease
D07867,huntington's disease-like 2 (hdl2
D07868,huntington's disease-like 2 and pantothenate kinase-associated neurodegeneration
D07869,huntingtons disease
D07870,hurler syndrome
D07871,hurler-scheie syndrome
D07872,hurlerscheie syndrome
D07873,hus
D07874,hussels syndrome
D07875,hutchinson cancer
D07876,hutchinson-gilford progeria syndrome
D07877,hutchinson-gilford syndrome
D07878,hutchison cancer
D07879,huv syndrome
D07880,huv) syndrome
D07881,hvdrr
D07882,hyaline fibromatosis syndrome
D07883,hyalinosis
D07884,hyccin
D07885,hydantoin syndrome
D07886,hydatid disease
D07887,hydranencephaly
D07888,hydrocele
D07889,hydrocephalus
D07890,hydrocephalus - optic atrophy
D07891,hydrocephalus ex-vacuo
D07892,hydrocephalus obesity hypogonadism
D07893,hydrocephaly
D07894,hydrolethalus syndrome
D07895,hydrometrocolpos
D07896,hydromyelia
D07897,hydronephrosis
D07898,hydronephrosis - hydroureter - hyperkeratosis - hypertelorism - hypogonadotrophic hypogonadism
D07899,hydronephrosis - thoracolumbar scoliosis - ureteral atresia
D07900,hydrops
D07901,hydrops fetalis
D07902,hydrops fetalis - oligohydramnios - prolonged neonatal jaundice
D07903,hydrops fetalis - omphalocele - pancreatic islet-cell hyperplasia - patchy variation
D07904,hydrops fetalis - palpebral edema
D07905,hydrops fetalis - platyspondyly - premature birth - pulmonary insufficiency
D07906,hydrops fetalis syndrome
D07907,hydrops-ectopic calcification-moth-eaten
D07908,hydroureter
D07909,hydroureter - pectus carinatum - prune belly - talipes equinovarus - xerostomia - the human
D07910,hydroxyglutaric aciduria
D07911,hydroxylase deficiency
D07912,hydroxyprolinuria
D07913,hygroma
D07914,hygromas
D07915,hyper igd syndrome
D07916,hyper igm syndrome
D07917,hyper-igd syndrome
D07918,hyper-igm syndrome
D07919,hyperactive
D07920,hyperactive reflexes
D07921,hyperactive-impulsive
D07922,hyperactivity
D07923,hyperactivity - hyperreflexia
D07924,hyperactivity - hyperreflexia - hypertelorism - hypogonadism - hypoplasia of midface - hypospadias - infantile muscular hypotonia - intellectual disability
D07925,hyperactivity - hypertonia - intellectual disability
D07926,hyperacusis
D07927,hyperadrenergic pots
D07928,hyperalaninemia
D07929,hyperaldosteronism
D07930,hyperaldosteronism - hypercalciuria - hyperchloridura - hyperprostaglandinuria - hypochloremia - hypokalemia - hypokalemic metabolic alkalosis
D07931,hyperaldosteronism - hypochloremia - hypokalemia - hyponatremia - metabolic alkalosis - polyhydramnios - premature birth - the human
D07932,hyperaldosteronism liddle syndrome
D07933,hyperaldosteronism type i. familial hyperaldosteronism type
D07934,hyperaldosteronism type ii
D07935,hyperalgesia
D07936,hyperammonemia
D07937,hyperandrogenism
D07938,hyperbilirubinemia
D07939,hypercalcemia
D07940,hypercalcemia - hypercalciuria - hypospadias - low-set ears - metaphyseal dysplasia - micropenis - postnatal growth retardation
D07941,hypercalcemic nephropathy
D07942,hypercalciuria
D07943,hypercalcuria
D07944,hyperchloremia
D07945,hypercholesterolemia
D07946,hypercholesterolemia - xanthelasma - the human
D07947,hypercholesterolemia heart disease diabetes mellitus
D07948,hyperckemia
D07949,hypercortisolism
D07950,hypercortisolism - hyperparathyroidism - hypertension - medullary thyroid carcinoma - parathyroid adenoma - pheochromocytoma - the human
D07951,hyperekplexia
D07952,hyperekplexia hereditary
D07953,hypereosinophilia
D07954,hypereosinophilic syndrome
D07955,hyperexcitability
D07956,hyperextensibility
D07957,hyperextensible
D07958,hyperextensible joints
D07959,hyperferritinemia
D07960,hyperferritinemia cataract syndrome
D07961,hyperferritinemia-cataract syndrome
D07962,hyperglycemia
D07963,hyperglycemia/diabetes mellitus
D07964,hyperglycerolemia
D07965,hyperglycinemia
D07966,hypergonadotropic hypogonadism
D07967,hyperhidrosis
D07968,hyperhomocystinemia
D07969,hyperimmunoglobulin d
